ProductKey,EnglishProductName,EnglishProductCategoryName,EnglishProductSubcategoryName,StandardCost,ListPrice,StartDate,end_date
407,HL Road Handlebars,Components,Handlebars,48.5453,109.3364,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
408,HL Road Handlebars,Components,Handlebars,53.3999,120.27,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
409,"ML Mountain Frame - Black, 38",Components,Mountain Frames,185.8193,348.76,2012-07-01 00:00:00.000,2012-07-03 00:00:00.000
410,LL Mountain Front Wheel,Components,Wheels,26.9708,60.745,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
411,ML Mountain Front Wheel,Components,Wheels,92.8071,209.025,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
412,HL Mountain Front Wheel,Components,Wheels,133.2955,300.215,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
413,LL Road Front Wheel,Components,Wheels,37.9909,85.565,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
414,ML Road Front Wheel,Components,Wheels,110.2829,248.385,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
415,HL Road Front Wheel,Components,Wheels,146.5466,330.06,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
416,Touring Front Wheel,Components,Wheels,96.7964,218.01,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
417,"ML Road Frame-W - Yellow, 38",Components,Road Frames,300.1188,540.7545,2012-07-01 00:00:00.000,2012-07-03 00:00:00.000
418,"ML Road Frame-W - Yellow, 38",Components,Road Frames,360.9428,594.83,2013-07-01 00:00:00.000,2013-07-03 00:00:00.000
419,LL Mountain Rear Wheel,Components,Wheels,38.9588,87.745,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
420,ML Mountain Rear Wheel,Components,Wheels,104.7951,236.025,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
421,HL Mountain Rear Wheel,Components,Wheels,145.2835,327.215,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
422,LL Road Rear Wheel,Components,Wheels,49.9789,112.565,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
423,ML Road Rear Wheel,Components,Wheels,122.2709,275.385,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
424,HL Road Rear Wheel,Components,Wheels,158.5346,357.06,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
425,Touring Rear Wheel,Components,Wheels,108.7844,245.01,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
426,"ML Mountain Frame - Black, 40",Components,Mountain Frames,185.8193,348.76,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
427,"ML Mountain Frame - Black, 44",Components,Mountain Frames,185.8193,348.76,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
428,"ML Mountain Frame - Black, 48",Components,Mountain Frames,185.8193,348.76,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
429,"ML Road Frame-W - Yellow, 40",Components,Road Frames,300.1188,540.7545,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
430,"ML Road Frame-W - Yellow, 40",Components,Road Frames,360.9428,594.83,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
431,"ML Road Frame-W - Yellow, 42",Components,Road Frames,300.1188,540.7545,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
432,"ML Road Frame-W - Yellow, 42",Components,Road Frames,360.9428,594.83,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
433,"ML Road Frame-W - Yellow, 44",Components,Road Frames,300.1188,540.7545,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
434,"ML Road Frame-W - Yellow, 44",Components,Road Frames,360.9428,594.83,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
435,"ML Road Frame-W - Yellow, 48",Components,Road Frames,300.1188,540.7545,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
436,"ML Road Frame-W - Yellow, 48",Components,Road Frames,360.9428,594.83,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
437,"HL Road Frame - Black, 62",Components,Road Frames,722.2568,1301.3636,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
438,"HL Road Frame - Black, 62",Components,Road Frames,868.6342,1431.50,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
439,"HL Road Frame - Black, 44",Components,Road Frames,722.2568,1301.3636,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
440,"HL Road Frame - Black, 44",Components,Road Frames,868.6342,1431.50,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
441,"HL Road Frame - Black, 48",Components,Road Frames,722.2568,1301.3636,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
442,"HL Road Frame - Black, 48",Components,Road Frames,868.6342,1431.50,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
443,"HL Road Frame - Black, 52",Components,Road Frames,722.2568,1301.3636,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
444,"HL Road Frame - Black, 52",Components,Road Frames,868.6342,1431.50,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
445,"Men's Sports Shorts, S",Clothing,Shorts,24.7459,59.99,2012-07-01 00:00:00.000,2012-07-01 00:00:00.000
446,"Touring-Panniers, Large",Accessories,Panniers,51.5625,125.00,2012-07-01 00:00:00.000,2012-07-01 00:00:00.000
447,Cable Lock,Accessories,Locks,10.3125,25.00,2012-07-01 00:00:00.000,2012-07-01 00:00:00.000
448,Minipump,Accessories,Pumps,8.2459,19.99,2012-07-01 00:00:00.000,2012-07-01 00:00:00.000
449,Mountain Pump,Accessories,Pumps,10.3084,24.99,2012-07-01 00:00:00.000,2012-07-01 00:00:00.000
450,Taillights - Battery-Powered,Accessories,Lights,5.7709,13.99,2012-07-01 00:00:00.000,2012-07-01 00:00:00.000
451,Headlights - Dual-Beam,Accessories,Lights,14.4334,34.99,2012-07-01 00:00:00.000,2012-07-01 00:00:00.000
452,Headlights - Weatherproof,Accessories,Lights,18.5584,44.99,2012-07-01 00:00:00.000,2012-07-01 00:00:00.000
453,"Men's Sports Shorts, M",Clothing,Shorts,24.7459,59.99,2012-07-01 00:00:00.000,2012-07-01 00:00:00.000
454,"Men's Sports Shorts, L",Clothing,Shorts,24.7459,59.99,2012-07-01 00:00:00.000,2012-07-01 00:00:00.000
455,"Men's Sports Shorts, XL",Clothing,Shorts,24.7459,59.99,2012-07-01 00:00:00.000,2012-07-01 00:00:00.000
456,"Women's Tights, S",Clothing,Tights,30.9334,74.99,2012-07-01 00:00:00.000,2012-07-01 00:00:00.000
457,"Women's Tights, M",Clothing,Tights,30.9334,74.99,2012-07-01 00:00:00.000,2012-07-01 00:00:00.000
458,"Women's Tights, L",Clothing,Tights,30.9334,74.99,2012-07-01 00:00:00.000,2012-07-01 00:00:00.000
459,"Men's Bib-Shorts, S",Clothing,Bib-Shorts,37.1209,89.99,2012-07-01 00:00:00.000,2012-07-01 00:00:00.000
460,"Men's Bib-Shorts, M",Clothing,Bib-Shorts,37.1209,89.99,2012-07-01 00:00:00.000,2012-07-01 00:00:00.000
461,"Men's Bib-Shorts, L",Clothing,Bib-Shorts,37.1209,89.99,2012-07-01 00:00:00.000,2012-07-01 00:00:00.000
462,"Half-Finger Gloves, S",Clothing,Gloves,9.7136,23.5481,2012-07-01 00:00:00.000,2012-07-01 00:00:00.000
463,"Half-Finger Gloves, S",Clothing,Gloves,9.1593,24.49,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
464,"Half-Finger Gloves, M",Clothing,Gloves,9.7136,23.5481,2012-07-01 00:00:00.000,2012-07-01 00:00:00.000
465,"Half-Finger Gloves, M",Clothing,Gloves,9.1593,24.49,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
466,"Half-Finger Gloves, L",Clothing,Gloves,9.7136,23.5481,2012-07-01 00:00:00.000,2012-07-01 00:00:00.000
467,"Half-Finger Gloves, L",Clothing,Gloves,9.1593,24.49,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
468,"Full-Finger Gloves, S",Clothing,Gloves,15.6709,37.99,2012-07-01 00:00:00.000,2012-07-01 00:00:00.000
469,"Full-Finger Gloves, M",Clothing,Gloves,15.6709,37.99,2012-07-01 00:00:00.000,2012-07-01 00:00:00.000
470,"Full-Finger Gloves, L",Clothing,Gloves,15.6709,37.99,2012-07-01 00:00:00.000,2012-07-01 00:00:00.000
471,"Classic Vest, S",Clothing,Vests,23.749,63.50,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
472,"Classic Vest, M",Clothing,Vests,23.749,63.50,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
473,"Classic Vest, L",Clothing,Vests,23.749,63.50,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
474,"Women's Mountain Shorts, S",Clothing,Shorts,26.1763,69.99,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
475,"Women's Mountain Shorts, M",Clothing,Shorts,26.1763,69.99,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
476,"Women's Mountain Shorts, L",Clothing,Shorts,26.1763,69.99,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
477,Water Bottle - 30 oz.,Accessories,Bottles and Cages,1.8663,4.99,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
478,Mountain Bottle Cage,Accessories,Bottles and Cages,3.7363,9.99,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
479,Road Bottle Cage,Accessories,Bottles and Cages,3.3623,8.99,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
480,Patch Kit/8 Patches,Accessories,Tires and Tubes,0.8565,2.29,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
481,"Racing Socks, M",Clothing,Socks,3.3623,8.99,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
482,"Racing Socks, L",Clothing,Socks,3.3623,8.99,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
483,Hitch Rack - 4-Bike,Accessories,Bike Racks,44.88,120.00,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
484,Bike Wash - Dissolver,Accessories,Cleaners,2.9733,7.95,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
485,Fender Set - Mountain,Accessories,Fenders,8.2205,21.98,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
486,All-Purpose Bike Stand,Accessories,Bike Stands,59.466,159.00,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
487,Hydration Pack - 70 oz.,Accessories,Hydration Packs,20.5663,54.99,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
488,"Short-Sleeve Classic Jersey, S",Clothing,Jerseys,41.5723,53.99,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
489,"Short-Sleeve Classic Jersey, M",Clothing,Jerseys,41.5723,53.99,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
490,"Short-Sleeve Classic Jersey, L",Clothing,Jerseys,41.5723,53.99,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
491,"Short-Sleeve Classic Jersey, XL",Clothing,Jerseys,41.5723,53.99,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
492,"HL Touring Frame - Yellow, 60",Components,Touring Frames,601.7437,1003.91,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
493,"LL Touring Frame - Yellow, 62",Components,Touring Frames,199.8519,333.42,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
494,"HL Touring Frame - Yellow, 46",Components,Touring Frames,601.7437,1003.91,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
495,"HL Touring Frame - Yellow, 50",Components,Touring Frames,601.7437,1003.91,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
496,"HL Touring Frame - Yellow, 54",Components,Touring Frames,601.7437,1003.91,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
497,"HL Touring Frame - Blue, 46",Components,Touring Frames,601.7437,1003.91,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
498,"HL Touring Frame - Blue, 50",Components,Touring Frames,601.7437,1003.91,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
499,"HL Touring Frame - Blue, 54",Components,Touring Frames,601.7437,1003.91,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
500,"HL Touring Frame - Blue, 60",Components,Touring Frames,601.7437,1003.91,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
501,Rear Derailleur,Components,Derailleurs,53.9282,121.46,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
502,"LL Touring Frame - Blue, 50",Components,Touring Frames,199.8519,333.42,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
503,"LL Touring Frame - Blue, 54",Components,Touring Frames,199.8519,333.42,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
504,"LL Touring Frame - Blue, 58",Components,Touring Frames,199.8519,333.42,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
505,"LL Touring Frame - Blue, 62",Components,Touring Frames,199.8519,333.42,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
506,"LL Touring Frame - Yellow, 44",Components,Touring Frames,199.8519,333.42,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
507,"LL Touring Frame - Yellow, 50",Components,Touring Frames,199.8519,333.42,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
508,"LL Touring Frame - Yellow, 54",Components,Touring Frames,199.8519,333.42,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
509,"LL Touring Frame - Yellow, 58",Components,Touring Frames,199.8519,333.42,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
510,"LL Touring Frame - Blue, 44",Components,Touring Frames,199.8519,333.42,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
511,"ML Mountain Frame-W - Silver, 40",Components,Mountain Frames,199.3757,364.09,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
512,"ML Mountain Frame-W - Silver, 42",Components,Mountain Frames,199.3757,364.09,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
513,"ML Mountain Frame-W - Silver, 46",Components,Mountain Frames,199.3757,364.09,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
514,Rear Brakes,Components,Brakes,47.286,106.50,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
515,LL Mountain Seat/Saddle,Components,Saddles,12.0413,27.12,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
516,ML Mountain Seat/Saddle,Components,Saddles,17.3782,39.14,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
517,HL Mountain Seat/Saddle,Components,Saddles,23.3722,52.64,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
518,LL Road Seat/Saddle,Components,Saddles,12.0413,27.12,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
519,ML Road Seat/Saddle,Components,Saddles,17.3782,39.14,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
520,HL Road Seat/Saddle,Components,Saddles,23.3722,52.64,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
521,LL Touring Seat/Saddle,Components,Saddles,12.0413,27.12,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
522,ML Touring Seat/Saddle,Components,Saddles,17.3782,39.14,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
523,HL Touring Seat/Saddle,Components,Saddles,23.3722,52.64,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
524,"LL Mountain Frame - Silver, 42",Components,Mountain Frames,144.5938,264.05,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
525,"LL Mountain Frame - Silver, 44",Components,Mountain Frames,144.5938,264.05,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
526,"LL Mountain Frame - Silver, 48",Components,Mountain Frames,144.5938,264.05,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
527,"LL Mountain Frame - Silver, 52",Components,Mountain Frames,144.5938,264.05,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
528,Mountain Tire Tube,Accessories,Tires and Tubes,1.8663,4.99,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
529,Road Tire Tube,Accessories,Tires and Tubes,1.4923,3.99,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
530,Touring Tire Tube,Accessories,Tires and Tubes,1.8663,4.99,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
531,"LL Mountain Frame - Black, 42",Components,Mountain Frames,136.785,249.79,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
532,"LL Mountain Frame - Black, 44",Components,Mountain Frames,136.785,249.79,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
533,"LL Mountain Frame - Black, 48",Components,Mountain Frames,136.785,249.79,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
534,"LL Mountain Frame - Black, 52",Components,Mountain Frames,136.785,249.79,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
535,LL Mountain Tire,Accessories,Tires and Tubes,9.3463,24.99,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
536,ML Mountain Tire,Accessories,Tires and Tubes,11.2163,29.99,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
537,HL Mountain Tire,Accessories,Tires and Tubes,13.09,35.00,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
538,LL Road Tire,Accessories,Tires and Tubes,8.0373,21.49,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
539,ML Road Tire,Accessories,Tires and Tubes,9.3463,24.99,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
540,HL Road Tire,Accessories,Tires and Tubes,12.1924,32.60,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
541,Touring Tire,Accessories,Tires and Tubes,10.8423,28.99,2013-07-01 00:00:00.000,2013-07-01 00:00:00.000
542,LL Mountain Pedal,Components,Pedals,17.9776,40.49,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
543,ML Mountain Pedal,Components,Pedals,27.568,62.09,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
544,HL Mountain Pedal,Components,Pedals,35.9596,80.99,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
545,LL Road Pedal,Components,Pedals,17.9776,40.49,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
546,ML Road Pedal,Components,Pedals,27.568,62.09,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
547,HL Road Pedal,Components,Pedals,35.9596,80.99,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
548,Touring Pedal,Components,Pedals,35.9596,80.99,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
549,"ML Mountain Frame-W - Silver, 38",Components,Mountain Frames,199.3757,364.09,2013-07-01 00:00:00.000,2013-07-03 00:00:00.000
550,"LL Mountain Frame - Black, 40",Components,Mountain Frames,136.785,249.79,2013-07-01 00:00:00.000,2013-07-03 00:00:00.000
551,"LL Mountain Frame - Silver, 40",Components,Mountain Frames,144.5938,264.05,2013-07-01 00:00:00.000,2013-07-03 00:00:00.000
552,Front Derailleur,Components,Derailleurs,40.6216,91.49,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
553,LL Touring Handlebars,Components,Handlebars,20.464,46.09,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
554,HL Touring Handlebars,Components,Handlebars,40.6571,91.57,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
555,Front Brakes,Components,Brakes,47.286,106.50,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
556,LL Crankset,Components,Cranksets,77.9176,175.49,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
557,ML Crankset,Components,Cranksets,113.8816,256.49,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
558,HL Crankset,Components,Cranksets,179.8156,404.99,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
559,Chain,Components,Chains,8.9866,20.24,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
560,"Touring-2000 Blue, 60",Bikes,Touring Bikes,755.1508,1214.85,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
561,"Touring-1000 Yellow, 46",Bikes,Touring Bikes,1481.9379,2384.07,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
562,"Touring-1000 Yellow, 50",Bikes,Touring Bikes,1481.9379,2384.07,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
563,"Touring-1000 Yellow, 54",Bikes,Touring Bikes,1481.9379,2384.07,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
564,"Touring-1000 Yellow, 60",Bikes,Touring Bikes,1481.9379,2384.07,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
565,"Touring-3000 Blue, 54",Bikes,Touring Bikes,461.4448,742.35,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
566,"Touring-3000 Blue, 58",Bikes,Touring Bikes,461.4448,742.35,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
567,"Touring-3000 Blue, 62",Bikes,Touring Bikes,461.4448,742.35,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
568,"Touring-3000 Yellow, 44",Bikes,Touring Bikes,461.4448,742.35,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
569,"Touring-3000 Yellow, 50",Bikes,Touring Bikes,461.4448,742.35,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
570,"Touring-3000 Yellow, 54",Bikes,Touring Bikes,461.4448,742.35,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
571,"Touring-3000 Yellow, 58",Bikes,Touring Bikes,461.4448,742.35,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
572,"Touring-3000 Yellow, 62",Bikes,Touring Bikes,461.4448,742.35,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
573,"Touring-1000 Blue, 46",Bikes,Touring Bikes,1481.9379,2384.07,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
574,"Touring-1000 Blue, 50",Bikes,Touring Bikes,1481.9379,2384.07,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
575,"Touring-1000 Blue, 54",Bikes,Touring Bikes,1481.9379,2384.07,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
576,"Touring-1000 Blue, 60",Bikes,Touring Bikes,1481.9379,2384.07,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
577,"Touring-2000 Blue, 46",Bikes,Touring Bikes,755.1508,1214.85,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
578,"Touring-2000 Blue, 50",Bikes,Touring Bikes,755.1508,1214.85,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
579,"Touring-2000 Blue, 54",Bikes,Touring Bikes,755.1508,1214.85,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
580,"Road-350-W Yellow, 40",Bikes,Road Bikes,1082.51,1700.99,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
581,"Road-350-W Yellow, 42",Bikes,Road Bikes,1082.51,1700.99,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
582,"Road-350-W Yellow, 44",Bikes,Road Bikes,1082.51,1700.99,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
583,"Road-350-W Yellow, 48",Bikes,Road Bikes,1082.51,1700.99,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
584,"Road-750 Black, 58",Bikes,Road Bikes,343.6496,539.99,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
585,"Touring-3000 Blue, 44",Bikes,Touring Bikes,461.4448,742.35,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
586,"Touring-3000 Blue, 50",Bikes,Touring Bikes,461.4448,742.35,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
587,"Mountain-400-W Silver, 38",Bikes,Mountain Bikes,419.7784,769.49,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
588,"Mountain-400-W Silver, 40",Bikes,Mountain Bikes,419.7784,769.49,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
589,"Mountain-400-W Silver, 42",Bikes,Mountain Bikes,419.7784,769.49,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
590,"Mountain-400-W Silver, 46",Bikes,Mountain Bikes,419.7784,769.49,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
591,"Mountain-500 Silver, 40",Bikes,Mountain Bikes,308.2179,564.99,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
592,"Mountain-500 Silver, 42",Bikes,Mountain Bikes,308.2179,564.99,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
593,"Mountain-500 Silver, 44",Bikes,Mountain Bikes,308.2179,564.99,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
594,"Mountain-500 Silver, 48",Bikes,Mountain Bikes,308.2179,564.99,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
595,"Mountain-500 Silver, 52",Bikes,Mountain Bikes,308.2179,564.99,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
596,"Mountain-500 Black, 40",Bikes,Mountain Bikes,294.5797,539.99,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
597,"Mountain-500 Black, 42",Bikes,Mountain Bikes,294.5797,539.99,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
598,"Mountain-500 Black, 44",Bikes,Mountain Bikes,294.5797,539.99,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
599,"Mountain-500 Black, 48",Bikes,Mountain Bikes,294.5797,539.99,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
600,"Mountain-500 Black, 52",Bikes,Mountain Bikes,294.5797,539.99,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
601,LL Bottom Bracket,Components,Bottom Brackets,23.9716,53.99,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
602,ML Bottom Bracket,Components,Bottom Brackets,44.9506,101.24,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
603,HL Bottom Bracket,Components,Bottom Brackets,53.9416,121.49,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
604,"Road-750 Black, 44",Bikes,Road Bikes,343.6496,539.99,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
605,"Road-750 Black, 48",Bikes,Road Bikes,343.6496,539.99,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
606,"Road-750 Black, 52",Bikes,Road Bikes,343.6496,539.99,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
